Theta Mix4Av Mix6Av Mix8Av Mix10Av Kav Tav MedianMix4 95%Mix4 MedianMix6 95%Mix6 MedianMix8 95%Mix8 MedianMix10 95%Mix10
30.3370786516854 0.244106729460393 0.003582411086021 0.000296417533865 2.33832097612855E-05 0.00026323172739 0.000164262161291 0.028818914948011 0.718170361965138 0.001934490199615 0.010368466833904 6.48371934402131E-05 0.001727240371199 9.50124299986973E-06 9.26529450962878E-05
32.3595505617978 0.605509867448707 0.006562505189316 0.000357734608173 3.98552311691064E-05 0.000441946328094 0.000333425979674 0.040557155609877 0.90614612345079 0.003588622887236 0.023261180169733 8.43957866972191E-05 0.001685709158989 1.22504908977416E-05 0.000148349503044
34.3820224719101 0.405684398033734 0.006352084583839 0.000299970445153 3.62752542452404E-05 0.000350228540496 0.000313341902375 0.041023220826587 1.02012450552958 0.003220797460134 0.019002590865413 8.16156029487313E-05 0.001202896431822 1.03696523206582E-05 0.000142738830885
36.4044943820225 0.284840445468555 0.004765681641702 0.000263064908264 2.712246402793E-05 0.000382072963938 0.000370680433781 0.034248934827847 0.773722572254462 0.002797567816653 0.015725501597984 6.85701416670789E-05 0.001048193625134 9.62109704988529E-06 0.000102079631311
38.4269662921348 0.175111246547086 0.004654403238901 0.000196881113982 2.1183244345432E-05 0.000251114067475 0.000255642497176 0.029107987445924 0.791772798122971 0.002304916666268 0.017348495461089 6.0674101144746E-05 0.000751767674594 7.85082942796032E-06 8.00876288267246E-05
40.4494382022472 0.14104386743063 0.004404608536684 0.000168979431389 1.84278265419662E-05 0.000209687798644 0.00023267116644 0.026548042419814 0.641305640312851 0.001944733702088 0.020197740746471 5.50003472605645E-05 0.000694871648174 7.01131086612011E-06 6.56817969375252E-05
42.4719101123596 0.118417774078542 0.003809929887031 0.000149791178835 1.62636039843529E-05 0.000188520809489 0.000224333156382 0.022978280381404 0.518276804367449 0.001656491372666 0.017369092039805 4.71177945295728E-05 0.00060901397354 6.18035422819302E-06 5.83279936845442E-05
44.4943820224719 0.10175816459454 0.003252030370347 0.000137643794795 1.51311854323742E-05 0.000182690204695 0.000224678183363 0.020281169392729 0.430017126091939 0.001542152046913 0.013952486736432 4.28111484623246E-05 0.000553024813492 5.93759426474668E-06 5.80664711430143E-05
46.5168539325843 0.088994289139157 0.00281713602894 0.000133390407189 1.46295946684604E-05 0.000189772531078 0.000233972616643 0.017867703803902 0.376198980980564 0.001379326175079 0.012656953053804 4.02662167262216E-05 0.000505286320867 5.64956449080639E-06 5.52619844685727E-05
48.5393258426966 0.078200270669765 0.002582278300791 0.000134875844339 1.50862042433114E-05 0.000206628244096 0.000246210813815 0.017731771047287 0.329751467706588 0.001234321693343 0.010540259320934 3.63466865272232E-05 0.000511257610314 5.67317800514752E-06 5.52066242035034E-05
